UserName,RoleCode,BusinessAreaCode
oms1,SA,H101
oms1,SA,H350
oms1,SA,H360
oms1,SA,H530
oms1,SA,H540
oms1,SA,H600
oms1,SA,H621
oms1,SA,H650
oms1,SA,H700
oms1,SA,H720
oms1,SA,H760
oms1,SA,H790
oms1,SA,H800
oms1,SA,H662
